Gamma,Depth,Gamma_real,Depth_real
187.9093565,435.8428946,155.8974548,252.261376
197.0522847,436.6777931,163.677182,252.7466155
199.06868,437.9740472,165.3929349,253.499993
201.2291036,438.406132,167.2312416,253.7511188
198.2045106,438.9822449,164.6576123,254.0859533
196.3321435,439.5583579,163.0644131,254.4207877
194.4597764,441.1426685,161.471214,255.3415824
191.8672681,441.5747532,159.265246,255.5927082
185.8180821,441.5747532,154.1179872,255.5927082
175.0159642,442.4389226,144.9264537,256.0949599
174.5838794,444.0232333,144.5587924,257.0157546
166.5182981,443.7351768,137.6957807,256.8483374
166.8063546,445.4635156,137.9408882,257.8528407
152.2595025,445.7515721,125.5629565,258.0202579
164.7899592,447.0478263,136.2251353,258.7736354
189.8508727,447.7679675,157.549493,259.1921784
206.2700919,448.3440804,171.5206239,259.5270128
216.6401251,448.6321369,180.3444961,259.69443
224.41765,448.4881087,186.9624002,259.6107214
220.816944,450.504504,183.8985557,260.782642
223.5534805,450.504504,186.2270775,260.782642
221.6811134,452.0888146,184.6338784,261.7034367
226.5780736,453.2410405,188.8007069,262.3731055
222.1131982,453.8171535,185.0015397,262.70794
219.0886051,454.5372947,182.4279104,263.126483
212.7513627,455.1134076,177.035544,263.4613174
198.0604823,455.9775771,164.5350585,263.9635691
175.3040206,457.7059159,145.1715613,264.9680724
146.3543447,458.7141136,120.5382515,265.5540327
140.7372434,459.1461983,115.7586541,265.8051585
145.346147,460.2984242,119.680375,266.4748273
141.0252999,461.0185654,116.0037616,266.8933704
139.873074,462.3148196,115.0233314,267.6467479
134.580768,462.4660283,110.5201027,267.7346298
109.6899733,462.8927276,89.34049919,267.9826256
77.68752286,463.7461263,62.1095804,268.4786174
56.49478903,464.0305925,44.07666085,268.6439479
34.02195718,464.3150588,24.95450454,268.8092785
44.1205082,466.8752548,33.54737225,270.2972537
55.49915724,467.4441872,43.22947671,270.6279149
88.92393878,468.8665184,71.67065855,271.4545678
118.0817269,469.2932177,96.48105123,271.7025636
147.097282,470.0043833,121.1704176,272.1158901
183.0822596,470.857782,151.7900729,272.6118818
217.4308509,471.3224517,181.0173256,272.8819459
236.9587066,471.7532132,197.6335985,273.1323027
238.3945783,473.3326722,198.8553833,274.0502776
238.3945783,474.9121311,198.8553833,274.9682525
236.3843579,476.2044156,197.1448846,275.7193229
231.3588068,476.7787643,192.8686379,276.053132
223.4615123,477.2095258,186.1488216,276.3034887
195.174839,477.9274617,162.0796615,276.7207501
165.452294,478.6453976,136.7887167,277.1380114
132.8580055,478.9325719,109.0542022,277.3049159
100.9816529,478.5018104,81.93058018,277.0545591
86.33576113,479.2197463,69.46837546,277.4718204
92.65359678,479.794095,74.84422848,277.8056295
91.36131222,481.0863795,73.74462218,278.5566999
93.94588135,481.3735539,75.94383478,278.7236044
92.51000961,482.9530128,74.72205,279.6415793
99.25860679,481.9479026,80.46443845,279.0574135
99.11501961,483.3837743,80.34225997,279.8919361
105.2892681,483.3837743,85.59593451,279.8919361
122.3743789,483.7896348,100.1336733,280.1278205
124.9629146,484.7962876,102.336261,280.7128829
122.3743789,485.2277102,100.1336733,280.9636239
119.0668055,486.6657856,97.31925564,281.7994273
106.4117423,487.3848232,86.55104897,282.2173289
79.66354036,486.9534006,63.79097577,281.9665879
50.18299524,488.5352835,38.70594886,282.8859717
44.5745013,488.8228986,33.93367545,283.0531323
44.14307868,490.1171664,33.56657749,283.8053554
44.5745013,491.9866644,33.93367545,284.8918998
42.99261839,492.5618946,32.58764961,285.2262211
35.65843399,492.9933172,26.34698438,285.4769621
37.2403169,494.1437775,27.69301022,286.1456048
33.06989832,495.1504302,24.14439665,286.7306672
38.3907772,495.7256604,28.6719381,287.0649885
48.02588219,496.0132755,36.87045909,287.2321492
56.05793426,496.9571011,43.70494067,287.7806967
60.97060924,497.6795533,47.88514098,288.2005829
67.76165994,499.1244577,53.66365318,289.0403553
76.72006725,499.8469099,61.2863714,289.4602415
102.2420843,500.6289456,83.00308262,289.9147574
135.0507202,501.8524166,110.9199855,290.6258336
164.9165269,503.0020461,136.3328319,291.2939934
198.0815707,503.7873349,164.5530026,291.7504
212.9050161,504.570711,177.1662879,292.2056949
216.6090333,504.8670324,180.31804,292.3779156
212.460534,506.3486393,176.7880777,293.2390193
207.4230707,506.4967999,172.5016948,293.3251297
204.0153749,506.7931213,169.6020828,293.4973505
190.9772344,507.3857641,158.5079154,293.8417919
142.7016515,508.6256691,117.430171,294.5624195
113.0621037,508.9205899,92.20984852,294.7338263
86.07684372,509.6578921,69.24806236,295.1623432
75.75461313,509.8053526,60.46486548,295.2480466
74.57492964,510.6901152,59.46107155,295.762267
73.69016701,511.7223382,58.7082261,296.3621907
64.69508036,511.7223382,51.05429738,296.3621907
63.22047599,513.344403,49.79955497,297.3049279
61.74587162,513.7867844,48.54481255,297.5620381
59.82888594,513.9342448,46.91364742,297.6477415
58.79666288,515.70377,46.03532773,298.6761821
60.41872768,516.7359931,47.41554438,299.2761059
64.40015948,517.3258348,50.8033489,299.6189194
72.95286483,517.1783744,58.08085489,299.533216
85.63446241,518.063137,68.87163964,300.0474364
99.64320393,519.2428205,80.79169256,300.7330635
111.4400389,521.1598062,90.82963186,301.8472075
95.956693,522.0445688,77.65483653,302.3614278
74.28000876,524.4039358,59.21012306,303.732682
63.36793642,526.4683819,49.92502921,304.9325295
57.61697938,528.9752094,45.0315338,306.3894871
63.07301555,530.1548929,49.67408073,307.0751142
71.92064177,530.0074324,57.2025352,306.9894108
99.00838098,531.9988796,80.25152105,308.1468316
132.50284,532.5943367,108.7519915,308.4929087
166.9364341,533.8881655,138.051573,309.2448766
200.3235571,534.8369133,166.4607112,309.7962848
211.044209,535.4408937,175.5829252,310.1473157
215.7250571,535.4408937,179.5658637,310.1473157
217.8389884,535.5918888,181.3646102,310.2350734
217.9899835,537.5548251,181.4930921,311.3759238
215.8760522,539.064776,179.6943456,312.2535009
209.8362482,540.2727368,174.5550701,312.9555627
201.6825129,539.9707466,167.6170482,312.7800472
178.8822531,541.6316927,148.2162831,313.7453821
152.0051257,543.1416437,125.346507,314.6229593
136.7546208,543.2926388,112.3698363,314.710717
113.5013757,543.8966192,92.58362554,315.0617479
102.1767434,544.5005996,82.94748394,315.4127788
96.58777363,544.3474534,78.1918237,315.3237709
94.1603795,545.5611504,76.12635148,316.0291665
98.86345562,546.0162868,80.12820391,316.2936899
102.656259,546.4714232,83.35550426,316.5582132
116.4620631,547.0782718,95.10287753,316.9109111
143.8418254,547.6173594,118.4003462,317.2242266
174.9857937,548.5333585,144.9007816,317.7566014
202.7710988,549.4493576,168.543327,318.2889762
228.4190727,549.9073571,190.3672151,318.5551636
237.2737304,550.5180231,197.9016526,318.9100802
226.1290751,552.0446883,188.4186536,319.7973715
229.3350718,553.2660203,191.1466396,320.5072046
225.213076,554.4873524,187.6392291,321.2170377
230.8617369,555.4033515,192.4456806,321.7494125
223.3810779,557.0826831,186.0803799,322.725433
212.389089,556.9300166,176.727285,322.6367039
210.5570909,558.4566817,175.1684359,323.5239953
174.3751277,558.9146813,144.3811653,323.7901827
168.4211337,560.1360134,139.3149055,324.5000158
175.2911268,561.2046789,145.1605898,325.1211197
180.6344547,560.7466794,149.7072332,324.8549323
180.4817881,562.426011,149.5773291,325.8309528
183.2297853,562.7313441,151.9156028,326.0084111
181.5504537,563.9526761,150.4866577,326.7182442
159.8718091,564.1053427,132.0402762,326.8069733
117.8885185,565.7846743,96.31664993,327.7829938
100.6372027,566.3953403,81.63748713,328.1379104
114.2245222,566.8533399,93.19895163,328.4040978
109.9498599,568.2273385,89.56163696,329.20266
119.8731831,568.074672,98.00540317,329.1139309
155.7498133,569.296004,128.5328656,329.823764
188.0059455,569.6989057,155.9796425,330.0579287
207.6400554,570.3124716,172.6863273,330.4145307
211.1680596,570.6192546,175.6883098,330.5928316
214.5426722,571.2328205,178.5597712,330.9494336
216.690153,572.9201268,180.3870649,331.9300889
213.1621488,573.6870843,177.3850824,332.3758414
207.0264895,574.4540417,172.1642434,332.8215938
188.6195115,575.0676076,156.5017264,333.1781958
155.4476376,575.0600745,128.275744,333.1738176
122.7251092,575.3673283,100.4321101,333.3523922
91.38522298,575.9818359,73.76496787,333.7095414
65.57590487,577.0572241,51.80379189,334.3345525
42.07099017,578.4398662,31.80343519,335.1381383
36.54042201,578.5934931,27.09746891,335.2274256
35.15777996,579.5152544,25.92097734,335.7631495
32.39249588,580.129762,23.5679942,336.1202987
33.77513792,580.7442696,24.74448577,336.4774479
32.54612277,581.6660309,23.69871549,337.0131717
34.3896455,582.7414192,25.26737091,337.6381829
35.31140686,583.9704343,26.05169863,338.3524813
34.3896455,585.3530764,25.26737091,339.1560671
29.78083869,585.3530764,21.34573235,339.1560671
26.86192772,585.5067033,18.86202792,339.2453544
24.55752431,585.9675839,16.90120863,339.5132163
24.25027053,587.6574798,16.63976606,340.4953767
15.80079139,589.9618832,9.450095356,341.8346863
22.40674781,590.269137,15.07111064,342.0132609
28.39819665,591.8054059,20.16924077,342.906134
28.55182354,593.034421,20.29996206,343.6204324
33.00700346,593.8025555,24.09087934,344.066869
37.15492958,594.7243169,27.62035405,344.6025928
51.74948446,595.6460782,40.03887618,345.1383167
54.82202233,597.3359741,42.6533019,346.120477
70.03108478,597.3359741,55.59470917,346.120477
82.62849005,598.2577354,66.31385459,346.6562009
81.3994749,599.3331237,65.2680843,347.281212
88.15905821,599.7940044,71.01982087,347.5490739
77.86605635,601.1766464,62.26149474,348.3526597
74.3326378,600.8693926,59.25490517,348.1740851
74.79351848,602.4056615,59.64706902,349.0669581
42.37824396,602.8665422,32.06487776,349.3348201
47.90881212,604.0955574,36.77084405,350.0491185
47.60155834,605.7854532,36.50940147,351.0312789
48.67694659,607.475349,37.42445047,352.0134393
52.05673825,607.1680952,40.30031876,351.8348647
55.74378369,607.6289759,43.43762961,352.1027266
57.28005262,609.011618,44.74484247,352.9063123
62.81062079,609.1652449,49.45080875,352.9955996
65.57590487,610.2406331,51.80379189,353.6206108
60.50621739,610.7015138,47.48998946,353.8884727
55.4365299,612.2377827,43.17618704,354.7813458
50.21321552,612.5450365,38.73166333,354.9599204
45.60440872,613.1595441,34.81002476,355.3170696
51.13497689,614.695813,39.51599104,356.2099427
62.19611322,614.2349323,48.92792361,355.9420808
96.30128357,615.0030668,77.94804901,356.3885173
135.0152607,616.3857088,110.889813,357.1921031
172.0393421,617.0002164,142.3936428,357.5492523
206.4517662,618.2292316,171.6752108,358.2635507
207.3735276,619.7655005,172.4595385,359.1564238
213.5186033,620.0727543,177.6883899,359.3349984
216.8983949,621.3017694,180.5642582,360.0492969
215.2084991,622.8380384,179.1263241,360.9421699
208.4489158,623.2989191,173.3745875,361.2100319
178.3380447,623.9134266,147.7532155,361.5671811
176.8067118,625.0092642,146.4502027,362.2040773
172.5249029,625.4680294,142.8068071,362.4707097
172.5249029,627.1501686,142.8068071,363.448362
162.1262242,626.9972469,133.9585604,363.3594845
132.3064838,627.9147773,108.5849119,363.8927493
102.7925869,628.6793861,83.47150589,364.3371367
84.59489922,629.7498383,67.98707423,364.9592791
81.68938606,630.514447,65.51477001,365.4036665
69.30272467,631.2790557,54.97494678,365.8480539
58.75112423,631.8907427,45.99657884,366.2035638
42.08265396,632.1965862,31.81335992,366.3813187
30.15475781,632.349508,21.66390052,366.4701962
29.69599257,634.1845689,21.27353669,367.5367259
31.07228828,635.1020994,22.44462816,368.0699908
33.67195796,636.3254733,24.65668983,368.7810106
36.88331461,636.7842386,27.38923659,369.047643
46.67030633,636.9371603,35.71699816,369.1365205
49.269976,636.7842386,37.92905982,369.047643
52.9400979,637.3959256,41.05197041,369.403153
57.83359375,638.0076125,45.2158512,369.7586629
58.29235899,639.6897517,45.60621502,370.7363151
56.3043763,639.8426735,43.91463845,370.8251926
52.9400979,641.8306562,41.05197041,371.9805998
65.17383754,641.6777344,51.46167237,371.8917223
73.89037703,641.5248127,58.87858502,371.8028449
101.569213,642.2894214,82.43053569,372.2472322
138.5762754,643.3598736,113.9198841,372.8693746
173.2895116,643.9715606,143.4574134,373.2248845
190.4167471,644.5832476,158.0309962,373.5803944
199.7449736,644.8890911,165.9683939,373.7581494
204.6384695,645.1949346,170.1322747,373.9359043
205.7089217,646.2653868,171.0431236,374.5580467
199.8978954,646.8770738,166.0985152,374.9135566
191.1813559,647.1829173,158.6816025,375.0913115
180.3239119,647.7946043,149.442992,375.4468214
174.8187291,647.947526,144.7586262,375.5356989
172.3719812,648.1004478,142.6766858,375.6245764
128.9422054,648.7121347,105.7222438,375.9800863
105.3922566,649.4767435,85.68356756,376.4244737
95.91110839,649.4767435,77.61604854,376.4244737
94.53481268,650.7001174,76.44495707,377.1354935
98.66369981,651.1588827,79.95823148,377.4021259
103.7101174,651.1588827,84.25223354,377.4021259
107.8390045,651.4647262,87.76550795,377.5798809
111.5091264,652.5351784,90.88841854,378.2020232
111.2032829,654.2173176,90.62817599,379.1796755
104.7805696,654.6760828,85.16308246,379.4463079
96.67571712,654.9819263,78.26665491,379.6240629
94.22896919,654.8290046,76.18471452,379.5351854
58.90404597,656.2053003,46.12670012,380.3350827
70.22025514,657.4286742,55.75567443,381.0461025
78.93679464,658.0403612,63.17258707,381.4016124
83.67736875,658.193283,67.20634658,381.4904899
93.15851697,658.6520482,75.2738656,381.7571224
88.11209937,660.6400309,70.97986354,382.9125296
91.17053428,661.0987961,73.58228903,383.179162
89.33547333,662.6280136,72.02083374,384.0679368
93.61728221,663.0867788,75.66422942,384.3345692
107.5331611,663.0867788,87.5052654,384.3345692
108.2977698,664.768918,88.15587177,385.3122215
112.4266569,664.4630745,91.66914618,385.1344665
128.7892837,665.0747615,105.5921226,385.4899764
133.3769361,666.1452137,109.4957608,386.1121188
137.1999797,666.7569007,112.7487926,386.4676287
139.6467276,667.8273529,114.830733,387.089771
137.3529014,670.2741009,112.8789139,388.5118107
129.2480489,670.5799443,105.9824864,388.6895656
123.7428661,670.5799443,101.2981205,388.6895656
104.4747261,671.6503966,84.90283991,389.311708
73.58453354,673.3325358,58.61834247,390.2893602
52.78717615,675.626362,40.92184914,391.6225224
38.25961032,676.3909707,28.56032806,392.0669098
35.65994065,676.5438924,26.3482664,392.1557872
31.83689701,677.4614229,23.09523454,392.6890521
36.27162763,678.5318751,26.86875149,393.3111944
34.58948843,679.9081708,25.43741748,394.1110917
35.81286239,681.59031,26.47838767,395.088744
34.89533192,683.5782927,25.69766002,396.2441512
37.4950016,684.3429014,27.90972169,396.6885386
41.62388872,685.2604319,31.4229961,397.2218035
45.9056976,686.3308841,35.06639179,397.8439458
56.45729804,687.2484146,44.04475973,398.3772107
66.55013325,686.7896494,52.63276384,398.1105782
69.91441165,689.5422408,55.49543188,399.7103728
75.26667274,688.4717886,60.04967649,399.0882305
81.53646431,689.0834756,65.38464874,399.4437404
83.524447,690.001006,67.07622531,399.9770053
82.75983828,691.9889887,66.42561893,401.1324125
79.70140337,693.0594409,63.82319345,401.7545548
73.12576831,694.2828149,58.22797864,402.4655746
68.53811594,695.2003454,54.32434041,402.9988395
65.63260278,695.0474236,51.85203619,402.909962
48.96413251,695.2003454,37.66881728,402.9988395
39.33006254,695.8120324,29.47117698,403.3543494
36.57747112,696.7295628,27.12899404,403.8876143
33.21319272,696.4237193,24.26632601,403.7098593
31.98981876,698.7175455,23.22535581,405.0430215
29.69599257,699.023389,21.27353669,405.2207765
22.81451402,699.1763108,15.41807934,405.3096539
16.6976442,699.7879977,10.21322836,405.6651638
24.95541846,700.7055282,17.23977718,406.1984287
24.03788799,702.0818239,16.45904954,406.998326
26.79047941,702.6935109,18.80123248,407.3538359
25.87294893,703.9168849,18.02050483,408.0648557
28.62554035,705.4461023,20.36268777,408.9536305
7.981104705,706.6694763,2.796315717,409.6646503
22.96743577,707.7399285,15.54820062,410.2867927
28.62554035,709.5749895,20.36268777,411.3533224
33.21319272,710.1866764,24.26632601,411.7088323
37.4950016,711.5629722,27.90972169,412.5087296
48.81121077,712.0217374,37.538696,412.7753621
56.3043763,712.3275809,43.91463845,412.953117
78.4780294,713.3980331,62.78222325,413.5752594
93.31143872,713.0921896,75.40398687,413.3975044
113.9558744,714.1626418,92.97035893,414.0196467
138.2704319,714.9272506,113.6596416,414.4640341
155.5505892,715.9977028,128.3633456,415.0861765
161.8203807,717.2210767,133.6983178,415.7971963
149.8924846,717.5269202,123.5488584,415.9749513
132.6123273,717.9856855,108.8451544,416.2415837
119.7669007,719.2090594,97.91496736,416.9526035
139.0350406,720.2795116,114.3102479,417.5747458
143.7756147,720.1265899,118.3440074,417.4858684
155.3976674,721.0441204,128.2332243,418.0191332
163.0437547,721.6558074,134.739288,418.3746431
170.078155,721.9616509,140.7248667,418.5523981
172.0661377,723.4908683,142.4164432,419.4411729
173.1365899,724.5613205,143.3272921,420.0633152
174.0541204,726.702225,144.1080198,421.3075999
165.9492679,727.1609902,137.2115922,421.5742323
146.8340497,727.9255989,120.9464329,422.0186197
108.4506915,728.3843642,88.28599305,422.2852522
81.99522955,729.4548164,65.77501256,422.9073945
68.84395943,730.2194251,54.58458296,423.3517819
72.36115958,730.6781903,57.57737227,423.6184143
68.99688118,732.3603295,54.71470423,424.5960666
70.98486387,733.1249383,56.4062808,425.040454
51.41088044,733.4307818,39.75075767,425.2182089
36.27162763,734.0424687,26.86875149,425.5737188
48.19952378,735.2658427,37.0182109,426.2847387
46.36446284,736.9479819,35.45675561,427.2623909
50.79919346,737.8655124,39.23027257,427.7956558
30.61352305,739.0888864,22.05426434,428.5066756
8.134026451,740.1593386,2.926436992,429.1288179
17.30933118,741.8414778,10.73371346,430.1064702
31.07228828,742.4531648,22.44462816,430.4619801
43.76479316,742.91193,33.24469394,430.7286125
50.18750648,743.9823822,38.70978747,431.3507549
42.38849745,743.8294605,32.07360247,431.2618774
45.29401062,745.6645214,34.54590669,432.3284071
32.1427405,746.7349736,23.35547708,432.9505495
48.65828902,747.9583476,37.40857473,433.6615693
38.41253207,748.8758781,28.69044934,434.1948342
26.02587068,749.6404868,18.15062611,434.6392216
11.80414834,750.2521738,6.049347579,434.9947315
25.72002719,752.546,17.89038356,436.3278936
34.74241018,752.2401565,25.56753875,436.1501387
51.10503695,753.3106087,39.49051512,436.772281
64.10338532,753.6164522,50.55082345,436.950036
69.30272467,754.8398261,54.97494678,437.6610558
55.69268931,754.9927479,43.39415335,437.7499333
64.10338532,755.6044349,50.55082345,438.1054432
48.35244553,756.9807306,37.14833218,438.9053405
64.25630707,756.9807306,50.68094472,438.9053405
59.20988946,758.6628698,46.38694267,439.8829927
73.73745529,758.509948,58.74846374,439.7941153
80.00724686,758.3570263,64.08343599,439.7052378
99.42830854,758.8157915,80.60883785,439.9718702
123.5899443,759.733322,101.1679992,440.5051351
155.5505892,759.8862437,128.3633456,440.5940126
188.5816862,760.956696,156.4695409,441.2161549
211.8257915,761.5683829,176.2479746,441.5716648
223.6007659,761.8742264,186.2673127,441.7494198
229.2588705,761.7213047,191.0817999,441.6605423
232.4702272,762.7917569,193.8143466,442.2826846
226.6592008,763.2505221,188.8697382,442.5493171
230.9410097,764.7797396,192.5131339,443.4380918
216.2605221,765.6972701,180.0214915,443.9713567
199.8978954,766.4618788,166.0985152,444.4157441
213.966696,767.9910963,178.0696724,445.3045189
224.5182964,767.6852528,187.0480404,445.1267639
236.1403491,767.532331,196.9372572,445.0378864
238.7400187,767.9910963,199.1493189,445.3045189
238.2812535,770.8966094,198.7589551,446.993191
233.2348359,772.1199834,194.464953,447.7042108
227.4238096,772.4258269,189.5203446,447.8819657
219.4718788,772.8845921,182.7540383,448.1485982
226.9892852,774.0978096,189.1506073,448.8537151
234.1015515,774.5616531,195.2024422,449.123299
237.8122992,774.8708821,198.3599213,449.3030216
238.2761426,776.4170269,198.7546062,450.2016345
238.2761426,778.8908587,198.7546062,451.6394151
216.0116567,779.0454732,179.8097317,451.7292764
180.6049395,779.3547022,149.6821187,451.908999
161.4327432,779.9731601,133.3684767,452.2684442
163.906575,781.210076,135.4734628,452.9873345
155.8666218,781.8285339,128.6322581,453.3467797
165.6073344,783.2200643,136.9206407,454.1555313
157.4127666,784.3023657,129.9478743,454.7845603
167.1534792,784.3023657,138.236257,454.7845603
164.6796474,785.8485105,136.1312709,455.6831732
168.6996241,786.1577395,139.5518732,455.8628958
172.4103717,787.2400409,142.7093523,456.4919248
168.8542385,788.0131133,139.6834349,456.9412313
168.5450096,789.7138727,139.4203116,457.9297055
162.5150446,790.1777161,134.2894081,458.1992894
179.3680236,791.8784755,148.6296256,459.1877636
166.6896358,791.8784755,137.8415721,459.1877636
158.9589115,793.1153914,131.2634906,459.9066539
167.1534792,793.8884638,138.236257,460.3559604
163.597346,795.7438376,135.2103395,461.4342959
167.3080937,795.2799942,138.3678186,461.164712
164.9888764,796.826139,136.3943942,462.0633249
168.0811661,797.444597,139.0256267,462.4227701
163.2881171,799.1453563,134.9472162,463.4112443
179.9864815,799.7638143,149.1558722,463.7706894
170.2457689,800.3822722,140.8674895,464.1301346
182.3056988,801.6191881,151.1292966,464.8490249
162.3604302,802.3922605,134.1578465,465.2983314
170.7096124,802.546875,141.2621744,465.3881927
165.2981054,804.2476343,136.6575174,466.3766669
172.2557572,803.9384054,142.5777907,466.1969443
170.5549979,805.3299357,141.1306128,467.0056959
174.42036,805.0207068,144.4196535,466.8259733
